transaction_amount,transaction_frequency,account_age,location_change,hour_of_day,distance_from_home_km,num_declines_last_hour,merchant_risk_score,is_online,fraud
422.3,3,641.7,1,21,214.8,1,0.304,1,1
178.93,4,133.0,0,14,124.18,1,0.592,1,1
46.39,3,1419.2,0,14,10.03,0,0.509,0,0
169.82,4,11.2,0,4,26.7,0,0.0,0,0
9.48,4,1038.9,0,21,25.08,0,0.545,0,0
141.6,4,248.1,0,11,132.31,1,0.85,1,1
144.06,5,943.1,0,11,17.71,1,0.073,1,0
145.73,2,135.5,0,13,164.17,1,0.602,0,1
9.72,7,1934.1,0,22,3.75,0,0.279,0,0
160.34,4,1382.9,0,22,25.58,0,0.47,1,0
159.96,5,8.3,0,19,30.69,0,0.258,1,0
51.91,6,1113.1,0,14,26.55,0,0.337,1,0
59.16,6,327.6,0,7,22.1,0,0.466,1,0
13.29,6,731.4,0,15,5.51,0,0.183,1,0
57.95,7,384.4,1,10,43.21,0,0.189,0,0
170.18,5,527.2,0,18,32.39,0,0.497,1,0
11.68,4,562.9,0,1,59.17,0,0.07,1,0
24.38,6,3788.6,0,0,24.73,0,0.308,0,0
79.2,4,644.0,0,11,37.89,0,0.122,0,0
14.44,2,1363.2,0,23,30.25,0,0.0,0,0
204.09,9,1068.9,0,11,32.63,0,0.439,0,0
73.13,3,55.0,0,4,17.92,0,0.142,0,0
95.1,2,450.6,1,21,152.15,1,0.35,1,1
61.12,3,60.3,0,15,12.54,0,0.318,0,0
14.38,3,2145.6,0,1,26.67,0,0.21,0,0
165.31,4,268.3,1,21,81.06,0,0.629,0,0
11.47,3,76.6,0,5,25.78,0,0.192,1,0
34.36,6,881.4,0,15,57.58,0,0.562,1,0
66.66,1,534.5,1,15,88.16,0,0.496,0,0
53.06,4,435.6,1,9,7.62,0,0.107,0,0
229.21,2,356.3,0,1,73.94,2,0.574,1,1
34.48,1,119.5,0,21,70.6,0,0.272,0,0
137.94,4,1309.4,0,4,30.48,1,0.053,1,0
40.78,5,1066.3,0,23,41.87,0,0.054,0,0
28.85,2,509.6,0,11,14.17,0,0.514,0,0
28.88,2,572.0,0,9,0.31,0,0.264,0,0
129.2,3,238.3,0,1,20.95,1,0.316,1,0
81.8,3,238.7,0,18,57.41,0,0.432,0,0
69.32,5,32.3,0,18,0.23,0,0.562,1,0
221.02,2,3.8,0,3,25.36,0,0.346,1,0
65.37,2,122.6,0,3,64.48,0,0.347,0,0
74.75,4,476.2,0,7,11.74,0,0.138,1,0
357.77,2,264.9,0,11,118.7,2,0.711,0,1
26.92,5,1494.3,0,9,19.12,2,0.638,0,0
134.38,2,588.2,0,6,17.68,0,0.088,0,0
19.95,6,979.0,0,2,1.77,0,0.046,0,0
90.5,2,1978.0,0,12,51.34,0,0.378,0,0
124.86,5,354.7,0,17,8.72,0,0.272,1,0
103.25,3,14.2,0,0,69.79,1,0.119,0,0
85.65,2,3043.1,0,11,7.75,0,0.204,1,0
39.75,4,84.6,0,11,114.92,0,0.701,1,1
37.84,0,530.7,0,20,1.05,0,0.041,0,0
90.89,4,571.3,0,2,37.13,0,0.541,1,0
9.83,2,491.2,0,2,7.95,0,0.0,1,0
166.23,6,1842.5,0,10,2.7,0,0.075,1,0
101.13,5,314.3,1,10,28.27,0,0.226,0,0
103.7,5,36.0,0,15,22.89,0,0.096,1,0
19.31,6,917.1,0,7,78.61,0,0.469,0,0
124.46,0,9.2,0,6,36.34,1,0.605,1,0
94.91,4,121.2,0,14,27.89,0,0.421,1,0
50.9,3,294.5,0,3,109.52,0,0.335,1,0
190.61,3,972.2,0,14,35.13,0,0.243,0,0
56.85,5,626.7,0,6,30.44,0,0.208,1,0
243.02,7,394.8,0,1,83.79,0,0.6,0,0
20.84,3,324.7,0,10,14.19,0,0.336,0,0
100.36,1,200.0,0,20,45.37,0,0.326,1,1
120.14,7,15.9,0,23,37.7,0,0.661,0,0
55.89,1,36.6,0,0,54.2,0,0.021,0,0
84.23,6,213.1,0,16,45.25,0,0.688,0,0
25.04,3,118.1,0,0,27.2,0,0.125,0,0
109.04,0,1200.8,0,18,98.2,0,0.311,1,0
60.15,5,1200.8,0,0,4.17,1,0.35,0,0
137.73,1,182.9,0,2,217.86,1,0.524,0,1
76.3,1,955.3,0,23,3.29,0,0.368,0,0
111.47,5,710.2,0,0,17.56,1,0.26,0,0
150.19,1,42.7,0,16,17.77,0,0.725,1,0
94.94,3,609.5,0,14,19.15,0,0.266,0,0
47.09,5,106.3,0,9,48.94,0,0.25,0,0
119.87,3,1268.3,0,16,3.03,0,0.074,1,0
3.1,1,41.7,0,6,0.23,1,0.484,0,0
128.25,5,568.3,0,20,1.41,0,0.203,1,0
69.15,4,315.0,0,2,14.36,0,0.528,1,0
120.54,2,891.1,0,9,21.58,0,0.237,1,0
78.84,3,904.8,0,2,21.3,0,0.047,1,0
52.42,5,259.7,0,4,33.98,0,0.332,1,0
14.91,5,85.3,0,16,53.22,0,0.204,1,0
133.75,2,279.2,0,2,66.29,0,0.401,0,1
69.93,4,2408.8,0,19,0.83,0,0.167,0,0
17.95,2,259.1,0,13,58.49,0,0.715,1,0
206.72,3,166.4,0,13,38.0,1,0.315,0,0
193.32,5,1827.9,1,2,15.88,0,0.107,1,0
10.67,3,367.1,0,21,6.72,2,0.221,0,0
173.66,6,413.3,0,9,302.71,2,0.258,1,1
2.36,0,755.4,0,19,19.68,1,0.253,0,0
46.78,2,110.1,0,9,86.25,0,0.366,0,0
31.06,2,1350.1,0,11,40.16,0,0.304,1,0
45.44,2,127.0,0,16,41.84,1,0.291,0,0
68.09,2,2964.7,0,3,11.68,0,0.203,0,0
36.1,1,806.3,0,0,51.2,0,0.495,0,0
22.35,2,64.4,1,20,38.03,0,0.625,0,1
128.72,1,769.7,0,20,9.3,1,0.54,0,0
14.49,2,482.9,0,13,52.9,1,0.26,1,0
17.78,3,621.0,0,16,64.35,0,0.508,0,0
4.23,3,104.9,0,2,3.09,0,0.723,1,0
72.18,3,1668.6,0,5,26.2,0,0.448,0,0
120.78,6,305.8,0,6,19.5,1,0.342,0,0
5.51,3,48.6,0,9,17.93,0,0.396,1,0
52.39,1,861.2,0,17,31.62,1,0.051,1,0
175.99,1,239.7,0,4,3.23,0,0.675,1,0
69.34,2,385.2,0,7,26.52,0,0.182,1,0
121.5,2,1202.0,1,12,415.43,2,0.354,1,1
114.92,9,1611.4,0,10,9.7,1,0.386,1,0
85.36,2,241.9,0,18,91.34,0,0.348,1,0
177.47,5,325.6,0,18,33.82,2,0.0,0,0
114.76,1,970.5,0,2,55.52,0,0.445,0,0
65.6,3,2538.9,1,7,5.86,1,0.126,1,0
113.28,6,268.9,0,1,122.34,0,0.027,0,0
314.69,1,91.0,0,14,299.13,1,0.387,1,1
89.8,3,641.4,1,6,30.64,0,0.103,1,0
154.23,1,26.4,0,6,123.99,0,0.531,0,1
53.76,3,1964.0,0,11,25.52,1,0.0,0,0
34.27,4,48.9,0,13,53.46,0,0.314,0,0
122.23,7,284.4,0,14,,0,0.001,0,0
70.4,4,4.3,0,17,18.0,2,0.563,0,0
159.86,6,125.1,1,10,18.73,0,0.374,0,0
170.46,3,351.3,0,11,48.29,0,0.167,0,0
46.48,1,723.7,0,7,26.47,0,0.113,1,0
139.08,3,295.0,0,21,21.92,1,0.206,0,0
3.03,0,1305.5,0,6,43.97,0,0.394,1,0
45.55,1,277.2,1,10,11.89,0,0.443,0,0
58.16,7,3125.1,0,2,45.9,0,0.418,1,0
0.65,4,1234.7,0,19,,0,0.172,1,0
30.11,2,973.7,1,19,59.83,0,0.324,0,0
77.27,3,773.9,1,20,54.95,0,0.266,1,0
35.84,3,1254.2,0,12,71.11,0,0.159,0,0
11.86,3,866.2,1,18,56.34,2,0.525,0,0
78.61,5,47.4,0,21,11.34,0,0.243,0,0
205.0,4,142.2,0,22,1.19,1,0.466,1,0
496.07,1,178.3,0,4,145.98,0,0.659,0,1
89.46,2,395.3,0,8,45.98,0,0.454,0,0
59.77,3,93.1,0,22,,0,0.369,0,0
70.82,3,180.0,1,23,24.52,0,0.227,0,0
23.14,3,323.0,0,4,27.54,0,0.1,1,0
28.53,2,1422.3,0,5,122.1,2,0.381,0,0
100.52,3,2760.0,0,16,57.96,0,0.437,1,0
109.65,5,961.6,0,1,0.37,0,0.156,1,0
178.46,6,18.9,0,0,1.75,0,0.108,0,0
4.2,2,385.0,0,17,3.4,0,0.279,1,0
111.24,5,1980.5,0,19,57.61,0,0.191,0,0
0.15,8,1572.0,0,19,60.11,0,0.125,1,0
56.44,3,2870.0,0,0,15.28,1,0.349,1,0
126.62,4,777.2,0,14,40.4,1,0.0,0,0
45.83,3,1960.8,0,19,33.12,1,0.274,1,0
156.89,3,969.0,0,20,11.06,0,0.0,0,0
59.59,7,642.0,0,6,77.93,0,0.109,1,0
128.51,2,279.9,0,21,30.7,0,0.373,1,0
52.38,5,176.8,0,6,3.36,0,0.525,1,0
109.84,4,245.9,0,17,43.39,0,0.0,1,0
129.38,5,120.2,0,2,40.25,0,0.367,1,0
169.47,4,2.3,1,3,16.26,1,0.6,0,1
54.33,7,1033.4,0,2,22.44,0,0.519,0,0
115.26,3,329.6,0,18,19.21,0,0.347,0,0
63.49,1,2909.8,1,23,27.08,0,0.147,1,0
54.88,1,156.0,0,2,41.19,1,0.456,1,0
106.75,5,876.3,0,23,22.92,0,0.604,0,0
56.39,4,162.8,0,22,14.35,0,0.247,1,0
105.03,4,820.5,0,7,29.75,0,0.353,1,0
141.02,5,696.8,0,6,28.88,0,0.858,1,0
55.67,0,419.1,0,15,47.2,0,0.443,1,0
88.78,5,50.9,0,19,39.25,1,0.452,0,0
233.41,5,79.5,1,15,135.9,0,0.553,1,1
74.9,7,264.4,0,4,85.51,0,0.325,0,0
99.09,2,53.1,0,12,45.84,0,0.304,0,0
474.23,2,773.2,1,16,64.28,0,0.822,1,1
126.64,6,396.7,0,15,2.39,0,0.522,1,0
83.94,4,2482.4,0,17,57.54,1,0.349,1,0
53.2,2,468.3,0,7,47.98,0,0.192,1,0
67.85,5,282.2,0,14,58.7,0,0.13,1,0
135.71,9,212.0,0,18,55.13,1,0.355,1,0
94.86,3,756.3,0,15,,0,0.0,1,0
112.55,3,69.6,0,9,12.61,0,0.364,1,0
296.26,0,292.1,0,7,202.05,1,0.691,1,1
55.34,4,321.4,0,3,88.93,0,0.091,1,0
114.93,5,671.6,0,6,0.81,0,0.299,0,0
118.74,2,49.1,1,21,97.03,1,0.285,0,0
19.15,2,1343.1,0,2,28.88,3,0.354,0,0
90.79,3,1568.7,0,4,10.22,0,0.848,1,0
94.02,0,39.2,0,4,31.75,1,0.412,0,1
42.01,1,9.7,1,16,10.26,0,0.345,0,0
79.44,3,266.8,1,21,17.6,0,0.128,1,0
156.12,3,192.0,1,23,138.86,1,1.0,0,1
69.4,3,1233.2,0,18,27.39,0,0.215,1,0
188.93,3,384.2,1,17,16.73,0,0.221,1,0
39.82,1,1889.0,0,7,8.77,0,0.362,1,0
148.7,2,435.0,0,0,63.63,0,0.0,0,0
153.68,3,46.4,0,23,133.18,1,0.752,1,1
10.67,3,282.0,0,16,48.45,1,0.689,0,0
12.73,3,201.7,0,8,31.07,0,0.038,0,0
83.33,5,435.7,0,12,5.37,1,0.375,0,0
202.65,5,486.0,0,3,24.58,0,0.041,0,0
21.44,2,439.6,1,12,81.25,0,0.715,1,0
92.55,5,336.5,0,8,18.87,0,0.105,0,0
123.13,2,2400.0,0,7,43.23,0,0.382,0,0
151.15,4,831.8,1,23,50.57,0,0.381,1,0
138.8,5,108.9,0,0,5.35,0,0.221,0,0
40.27,1,335.6,0,20,88.75,1,0.269,0,0
38.46,4,450.9,0,19,28.64,0,0.261,1,0
154.71,2,486.7,1,9,218.52,1,0.184,1,1
16.17,3,143.0,1,10,60.49,0,0.02,1,0
40.49,4,561.1,0,13,3.42,0,0.279,0,0
1.99,3,1238.6,0,0,67.09,0,0.537,0,0
7.75,2,781.6,0,20,35.39,0,0.396,0,0
66.77,4,324.3,0,5,67.13,0,0.187,0,0
95.47,4,559.7,0,20,2.5,0,0.173,0,0
35.11,2,458.7,0,11,29.59,0,0.186,0,0
58.64,3,26.7,0,10,3.43,0,0.481,1,0
188.22,5,982.7,0,10,0.75,0,0.131,1,0
13.78,1,181.7,1,19,32.32,0,0.527,1,1
434.65,2,559.6,0,19,198.12,1,0.868,1,1
41.67,5,837.7,0,2,5.64,1,0.046,0,0
29.73,6,228.3,0,10,50.14,1,0.4,0,0
52.5,5,111.6,0,20,83.88,0,0.583,0,0
101.78,3,44.1,0,13,23.24,0,0.36,0,0
7.06,1,174.7,1,7,0.59,0,0.515,1,0
20.12,6,246.0,0,7,7.57,0,0.207,0,0
26.72,7,486.9,1,11,27.04,0,0.431,1,0
119.56,4,118.9,0,7,46.93,0,0.384,1,0
316.6,2,125.5,0,8,52.58,2,0.468,0,1
91.77,4,440.0,0,17,5.56,0,0.595,0,0
100.47,4,255.5,0,4,57.83,0,0.211,1,0
74.79,3,1087.2,0,15,15.31,0,0.338,0,0
67.28,3,584.1,0,3,17.02,0,0.326,0,0
188.79,1,795.2,0,17,18.12,0,0.152,1,0
95.35,4,6265.9,0,2,21.82,0,0.329,1,0
94.42,3,21.1,0,8,15.82,1,0.339,0,0
120.07,7,820.1,0,0,53.31,1,0.05,0,0
88.28,2,1069.6,0,3,4.78,0,0.667,0,0
54.56,6,1492.6,0,4,25.24,0,0.366,1,0
139.93,1,826.1,1,2,12.6,0,0.187,0,0
130.73,2,410.2,0,18,41.54,1,0.545,1,0
82.29,6,395.8,0,21,23.62,1,0.356,1,0
31.04,2,4366.0,0,16,31.41,0,0.021,1,0
16.75,2,2501.9,0,11,27.44,0,0.371,0,0
53.88,3,289.0,0,10,43.69,0,0.562,1,0
45.07,1,90.7,1,22,192.74,1,0.407,0,1
48.92,5,1361.3,0,12,49.84,0,0.054,0,0
84.89,1,502.0,0,2,87.69,0,0.455,0,0
93.35,4,708.5,0,8,61.62,0,0.253,1,0
12.03,7,446.8,0,11,6.01,0,0.365,0,0
295.95,1,54.2,0,8,129.19,1,0.47,0,1
41.13,1,1772.9,0,8,45.89,0,0.225,0,0
93.92,2,80.6,0,23,6.35,0,0.2,1,0
23.83,9,503.5,0,21,35.97,0,0.0,0,0
58.46,5,2115.3,1,5,37.89,0,0.329,1,0
140.62,1,19.3,0,6,174.29,1,0.683,1,1
158.54,2,36.1,1,20,439.58,1,0.616,1,1
5.72,3,503.4,0,3,72.6,1,0.374,1,0
50.25,2,276.7,0,8,2.73,1,0.186,1,0
145.01,5,780.6,0,16,31.86,0,0.0,1,0
13.83,3,154.4,0,16,23.61,0,0.409,1,0
103.82,3,122.5,0,16,35.71,0,0.551,0,0
40.28,4,937.5,1,22,60.2,1,0.239,1,0
18.22,2,478.1,0,20,9.52,0,0.309,0,0
93.23,3,1888.6,1,13,39.17,0,0.425,0,0
110.29,0,45.7,0,10,213.78,1,0.52,1,1
89.68,2,376.6,0,21,122.63,1,0.78,1,1
14.57,4,45.0,0,8,48.9,0,0.254,1,0
34.06,7,428.8,1,20,60.19,0,0.217,1,0
79.75,3,410.9,0,3,42.8,0,0.317,0,0
229.29,3,554.2,0,22,20.36,1,0.332,0,0
110.9,4,28.2,0,6,45.56,0,0.077,1,0
41.81,4,42.0,0,11,,0,0.047,0,0
71.04,3,199.7,0,20,28.89,2,0.147,0,0
14.51,4,125.0,0,22,17.43,0,0.136,1,0
47.06,4,1955.1,0,9,34.69,0,0.129,1,0
1.15,6,1155.1,0,17,80.21,0,0.525,1,0
18.25,4,914.9,0,16,8.25,0,0.205,1,0
87.16,2,208.1,1,21,27.64,0,0.603,1,0
172.29,2,2020.8,1,12,18.96,0,0.005,0,0
440.72,3,479.2,1,10,33.92,2,0.704,1,1
171.65,7,519.2,0,20,25.57,0,0.544,0,0
69.29,2,855.5,0,1,26.49,0,0.25,0,0
107.95,2,321.0,0,17,21.29,0,0.297,1,0
18.79,9,919.6,0,0,91.29,0,0.146,0,0
57.17,0,681.0,0,22,60.35,0,0.0,0,0
35.88,1,525.3,0,5,14.2,0,0.366,0,0
5.87,4,268.1,0,2,14.64,0,0.022,1,0
108.56,1,19.3,0,8,14.35,0,0.337,0,0
67.36,4,1519.8,0,11,58.89,1,0.494,0,0
118.46,7,252.8,0,3,24.92,0,0.078,0,0
119.77,3,395.8,1,6,61.2,0,0.034,1,0
175.51,2,124.0,0,21,53.74,0,0.363,0,0
110.09,4,917.4,0,10,1.15,1,0.139,1,0
94.92,7,601.9,0,2,0.16,0,0.386,1,0
141.74,2,396.9,0,21,9.25,0,0.39,0,0
34.96,1,427.3,0,14,,0,0.539,0,0
160.55,3,490.5,0,9,13.18,1,0.136,1,0
36.56,3,151.2,0,8,3.18,0,0.148,1,0
263.75,0,846.4,0,20,34.67,0,0.522,1,1
59.94,1,1155.5,0,20,13.29,0,0.0,1,0
25.65,3,1440.3,0,6,10.42,1,0.267,1,0
322.7,0,22.3,0,11,119.47,2,0.727,1,1
10.3,6,1657.9,0,8,7.33,0,0.0,0,0
38.83,2,101.7,0,22,13.67,0,0.299,0,0
5.16,4,99.3,1,9,8.88,0,0.259,1,0
39.03,5,1.7,0,10,45.04,1,0.346,1,0
50.0,4,570.5,0,4,85.46,1,0.0,0,0
123.37,3,1241.4,0,19,34.61,1,0.378,0,0
70.52,2,67.2,1,13,9.07,0,0.19,0,0
130.27,4,685.2,0,15,3.95,0,0.16,1,0
118.33,5,663.3,0,23,,0,0.183,0,0
42.6,5,3006.3,0,10,2.43,0,0.0,0,0
33.69,1,65.5,0,13,42.24,0,0.255,1,0
165.48,4,23.4,1,12,23.71,1,0.3,0,0
151.65,6,541.6,0,16,51.28,1,0.497,1,0
20.51,7,143.8,0,21,11.11,0,0.304,0,0
123.41,2,578.6,0,11,12.32,0,0.435,0,0
62.21,0,271.0,0,19,81.94,0,0.275,0,0
46.78,3,916.6,0,0,9.06,0,0.252,0,0
107.24,4,1103.2,0,0,78.3,0,0.0,0,0
21.62,3,777.7,0,4,43.41,1,0.453,0,0
32.44,3,13.4,0,10,67.51,0,0.351,0,0
9.44,1,152.0,1,8,1.76,2,0.553,1,0
183.5,1,648.0,0,3,8.6,1,0.288,0,0
451.95,0,36.8,1,2,235.67,0,0.959,1,1
87.5,3,2668.2,0,1,28.13,0,0.193,1,0
28.04,5,561.4,0,16,55.01,1,0.0,0,0
113.68,2,130.5,0,10,51.25,1,0.434,0,0
239.75,2,264.3,0,15,3.52,0,0.659,1,1
138.71,6,781.6,0,15,2.53,0,0.409,0,0
93.02,3,49.6,0,6,68.5,0,0.301,1,0
54.19,4,2668.8,0,0,14.45,0,0.362,0,0
44.1,2,314.2,0,18,5.66,0,0.473,0,0
46.28,4,809.3,0,5,24.45,1,0.29,1,0
38.54,9,1572.6,0,2,21.2,0,0.498,0,0
109.39,3,1773.0,0,2,44.76,1,0.412,0,0
7.49,6,894.3,0,9,3.68,0,0.299,0,0
132.27,3,110.1,0,23,38.79,0,0.265,0,0
444.75,1,348.0,0,8,107.47,0,0.846,1,1
409.57,2,16.1,0,1,261.94,0,0.422,1,1
34.85,3,11.8,0,2,44.37,0,0.171,0,0
71.78,1,398.1,0,4,2.32,1,0.243,1,0
28.66,6,1415.9,0,17,21.85,0,0.466,0,0
35.8,4,309.8,0,21,30.41,0,0.35,0,0
66.58,1,784.8,0,8,35.3,0,0.0,0,0
29.03,5,1130.7,0,20,13.75,0,0.396,0,0
142.34,4,387.1,0,2,30.46,0,0.179,1,0
204.34,5,992.7,0,13,17.34,0,0.587,0,0
324.39,3,28.5,1,11,12.16,0,0.839,1,1
0.74,1,107.7,0,21,35.34,0,0.233,0,0
145.71,3,146.7,0,18,,1,0.227,0,0
66.77,8,1022.0,0,0,16.55,0,0.0,0,0
49.34,5,178.6,0,11,15.4,0,0.724,1,0
6.61,4,2484.2,0,14,55.4,0,0.454,0,0
197.23,3,68.9,0,22,120.2,0,0.664,0,1
52.84,4,417.1,1,23,63.52,0,0.337,0,0
148.44,6,41.1,0,22,8.89,0,0.063,1,0
15.48,3,582.2,0,4,,0,0.619,0,0
14.8,4,406.6,0,1,24.11,0,0.097,0,0
140.68,3,120.9,0,16,32.06,0,0.0,0,0
298.78,5,722.4,0,7,161.64,3,0.697,1,1
116.37,5,961.8,0,23,10.0,0,0.437,0,0
72.24,4,1116.2,0,17,21.69,1,0.107,0,0
116.74,1,196.3,0,17,52.96,0,0.089,0,0
104.27,6,450.8,1,17,44.24,0,0.525,1,0
23.06,1,161.8,1,15,261.06,0,0.76,1,1
91.11,5,659.8,1,14,87.54,1,0.374,1,0
16.7,1,818.2,0,3,31.47,1,0.438,1,0
124.21,8,839.2,0,10,46.64,0,0.0,1,0
126.78,2,135.3,0,22,5.58,0,0.25,1,0
65.55,3,121.5,0,10,16.33,0,0.144,1,0
150.42,2,1327.7,1,14,69.46,0,0.411,0,0
27.5,1,364.3,0,3,9.15,0,0.191,0,0
121.54,4,208.8,0,21,47.18,0,0.007,0,0
193.13,2,956.1,0,7,21.97,0,0.165,1,0
51.72,11,1608.1,0,12,30.22,0,0.306,1,0
36.41,3,635.0,0,15,53.22,0,0.013,0,0
512.1,4,17.7,0,6,138.09,0,0.824,1,1
67.15,5,187.0,0,6,13.03,0,0.674,1,0
86.53,6,307.7,0,1,58.25,0,0.161,0,0
432.9,4,667.5,0,1,308.7,0,0.941,1,1
65.48,1,442.5,0,7,30.46,0,0.155,0,0
119.13,3,224.7,0,15,58.08,0,0.396,1,0
14.15,2,785.7,0,1,17.94,0,0.419,1,0
4.58,2,958.9,0,13,6.94,0,0.154,1,0
0.63,9,1044.7,0,10,99.14,0,0.303,0,0
122.88,1,1048.9,0,8,2.7,0,0.294,1,0
185.92,4,1530.0,1,21,93.27,0,0.545,0,0
73.66,2,345.1,1,20,49.09,0,0.683,1,1
116.11,3,480.9,0,10,50.07,1,0.029,0,0
64.31,3,2115.9,0,4,30.88,1,0.0,0,0
145.5,2,63.5,1,22,37.38,1,0.622,1,1
137.16,1,131.3,0,21,27.46,0,0.0,1,0
94.39,4,200.4,0,23,74.15,0,0.408,0,0
4.79,1,624.6,1,5,70.49,0,0.0,1,0
97.56,5,110.5,0,17,1.65,1,0.19,1,0
5.72,1,169.2,0,14,47.32,1,0.559,0,0
83.3,3,137.5,0,16,28.85,0,0.094,0,0
65.28,4,471.2,1,13,5.59,0,0.194,1,0
62.19,1,432.8,1,5,4.8,0,0.6,1,0
282.17,4,284.9,0,2,82.74,4,0.557,0,1
174.6,5,268.7,0,20,6.57,0,0.551,0,0
92.14,5,407.4,0,6,19.44,1,0.177,0,0
120.4,2,556.9,0,4,22.03,0,0.451,1,0
25.06,2,815.3,0,12,60.92,0,0.278,1,0
37.09,2,610.8,0,22,20.31,1,0.441,1,0
44.47,1,1157.4,0,22,39.91,0,0.201,1,0
77.48,1,697.6,0,10,14.21,0,0.399,1,0
216.96,2,220.7,1,15,63.27,2,0.743,0,1
130.71,6,112.0,1,0,2.31,0,0.49,0,1
35.5,2,3097.7,0,16,38.98,1,0.277,0,0
75.9,8,164.9,0,0,43.26,1,0.428,0,0
91.65,6,1465.8,0,2,25.12,0,0.188,0,0
170.64,2,9.3,0,5,95.78,1,0.298,1,0
213.42,4,1045.7,0,15,2.3,0,0.218,1,0
290.57,2,89.5,0,1,108.01,1,0.54,1,1
37.15,4,823.7,0,5,4.42,0,0.507,0,0
90.35,3,168.7,0,11,6.25,0,0.373,0,0
14.82,4,228.3,0,6,34.25,0,0.386,0,0
82.21,3,439.4,0,10,54.14,0,0.051,0,0
101.03,3,1048.2,0,10,4.45,0,0.063,0,0
127.22,4,251.2,0,17,12.75,0,0.328,0,0
165.5,1,271.2,1,10,81.75,1,0.44,0,1
100.81,3,1071.8,0,11,81.26,0,0.466,0,0
506.08,3,154.2,1,14,230.41,1,0.537,0,1
127.62,8,1560.3,0,12,38.01,0,0.0,1,0
122.27,2,381.9,0,23,18.38,0,0.175,1,0
131.81,4,900.8,0,19,34.62,1,0.267,0,0
154.76,3,43.8,0,21,31.69,0,0.409,0,1
72.3,9,848.9,0,20,18.44,0,0.469,0,0
112.93,4,849.7,0,23,46.68,0,0.375,0,0
297.55,1,628.4,1,7,292.25,1,0.462,1,1
75.08,2,546.9,0,20,28.58,0,0.338,0,0
5.96,7,805.3,0,6,,0,0.077,1,0
29.56,2,723.8,0,14,43.03,0,0.048,0,0
171.85,1,47.0,0,4,61.46,2,0.898,0,1
4.18,4,1009.6,0,23,18.07,0,0.231,0,0
126.21,1,705.9,0,3,188.77,2,0.235,0,1
34.25,2,1635.0,0,15,2.58,0,0.096,1,0
81.46,4,443.2,0,4,41.03,0,0.15,1,0
22.56,3,224.6,0,12,9.41,0,0.024,1,0
53.44,2,603.6,0,0,58.99,0,0.137,0,0
4.64,2,407.0,0,3,48.07,0,0.772,1,0
43.82,3,727.0,0,15,1.63,0,0.448,1,0
589.52,3,211.1,1,3,120.35,1,0.702,1,1
47.71,4,265.0,1,12,54.75,1,0.0,1,0
74.05,3,271.0,0,7,30.82,0,0.499,0,0
52.98,6,583.8,0,21,129.9,0,0.007,0,0
29.9,4,238.6,0,17,56.19,1,0.262,0,0
30.21,1,62.7,1,6,216.91,0,0.105,0,1
146.65,1,426.6,0,8,7.27,0,0.556,0,0
41.78,5,241.7,0,6,5.8,0,0.5,0,0
73.19,1,274.4,1,4,42.4,0,0.551,0,0
73.83,1,70.9,0,16,32.73,2,0.558,1,0
249.98,3,53.9,0,15,37.54,1,0.25,1,1
60.6,2,190.8,0,19,91.47,0,0.518,0,0
17.27,2,203.1,0,16,31.52,0,0.334,1,0
103.87,1,1290.6,0,0,54.1,0,0.374,0,0
23.76,2,599.1,0,19,17.32,1,0.319,1,0
59.55,5,18.9,0,11,17.74,0,0.276,0,0
90.86,1,2200.9,0,7,138.12,0,0.4,1,0
71.95,5,351.6,0,12,20.43,1,0.21,0,0
156.21,3,82.9,0,14,67.4,0,0.119,1,0
19.78,2,978.2,1,21,15.64,1,0.56,0,0
36.91,7,2172.4,0,18,0.46,0,0.044,0,0
52.28,4,945.7,0,10,75.49,0,0.426,0,0
69.61,5,1173.6,0,8,28.49,0,0.332,0,0
115.28,2,41.1,1,5,16.12,0,0.138,1,0
84.64,5,197.5,0,22,21.56,1,0.625,1,0
131.35,4,460.8,0,11,6.62,1,0.235,0,0
211.87,6,238.2,0,22,32.39,0,0.16,1,0
149.36,3,872.7,1,21,38.8,0,0.222,0,0
71.21,4,1630.7,0,0,9.14,1,0.575,0,0
119.2,1,149.9,0,7,6.25,0,0.23,0,0
311.73,1,479.2,0,16,155.32,0,0.576,1,1
46.24,2,248.2,1,4,52.04,0,0.369,0,0
103.98,7,483.4,0,1,25.0,1,0.185,1,0
41.76,2,202.4,0,0,21.64,0,0.371,1,0
22.18,0,553.3,1,4,40.8,0,0.22,1,0
58.4,3,141.7,0,6,64.45,0,0.501,0,0
57.21,2,1222.3,1,0,10.83,1,0.0,0,0
32.71,5,136.1,0,13,48.73,0,0.595,1,0
43.26,0,1108.4,0,5,28.33,0,0.372,0,0
251.79,1,249.9,1,15,128.76,0,0.84,0,1
34.47,3,53.6,0,7,25.23,1,0.027,1,0
140.38,4,1337.5,0,11,42.75,0,0.302,1,0
11.83,4,1215.8,0,14,35.52,1,0.081,1,0
49.36,2,43.5,0,6,18.62,0,0.268,0,0
107.18,5,305.5,0,20,68.85,1,0.255,0,0
35.93,3,248.9,0,4,196.04,2,0.491,1,1
73.37,4,165.5,0,14,61.96,0,0.409,0,0
54.92,3,144.2,0,15,36.6,0,0.517,1,0
431.6,4,80.7,0,10,74.42,0,0.129,0,1
89.66,3,248.1,0,9,12.73,0,0.256,1,0
13.43,2,388.7,0,19,68.27,0,0.448,1,0
